courseName,courseCode,cohortSize
Behavioural Flexibility,BIME11160,15
Fundamentals of cancer with focus on infectious causes,BIME11161,9
Science Communication and Engagement for Practice,BIME11164,3
Genes and Disease 1,BIME11165,16
Cancer Biology 1,BIME11166,15
Infection, Inflammation and Immunity 1,BIME11167,9
Infection, Inflammation and Immunity 2,BIME11168,NA
Research Proposal (ZJE),BIME11169,35
Molecular Biomedicine and Informatics 2,BIME11170,NA
Infection and Immunity 2,BIME11171,NA
Stem Cell and Cancer Biology 2,BIME11172,NA
Molecular Biomedicine and Informatics 1,BIME11173,NA
Infection and Immunity 1,BIME11174,NA
Stem Cell and Cancer Biology 1,BIME11175,NA
Cancer Biology 2,BIME11176,NA
Genes and Disease 2,BIME11177,NA
Scientific Analysis, Review and Presentation: Infectious Diseases,BIME11178,10
Planning Applied Interdisciplinary Research in Biodiversity, Wildlife and Ecosystem Health,BIME11179,4
Planning Applied Interdisciplinary Research in Biodiversity, Wildlife and Ecosystem Health,BIME11179,10
Planning Applied Interdisciplinary Research in Biodiversity, Wildlife and Ecosystem Health,BIME11179,NA
Applied Interdisciplinary Research in Biodiversity, Wildlife and Ecosystem Health,BIME11180,10
Molecular Biology of Cancer I: The hallmarks of cancer,BIME11181,25
Precision Oncology I: Multi-omic approaches in oncology,BIME11182,25
Core Data Analysis and Presentation Skills in Cancer Research,BIME11183,25
Molecular Biology of Cancer II: Tumour host interactions,BIME11184,25
Precision Oncology II: Cancer Drug Discovery and Clinical Application,BIME11185,25
Comparative Oncology and Veterinary Cancer,BIME11186,4
Cancer Vaccine Science,BIME11187,8
Epigenomics and Cancer,BIME11188,7
Lifestyle, Genes and Cancer,BIME11189,5
Reproductive Tract Cancers,BIME11190,5
Dissertation (Cancer Biology and Precision Oncology),BIME11191,NA
Led by locals: power and participation in conservation,BIME11193,7
Engagement and Enrichment in STEM Education (STEM: Science, Technology, Engineering and Maths),BIME11195,26
Science Education: Engagement and Enrichment,BIME11196,4
Cancer Stem Cells,BIME11197,6
Climate change and infectious disease,BIME11199,NA
Selected Topics in Biblical Studies,BIST11002,15
Dissertation (MTh/MSc in Biblical Studies),BIST11006,15
Hebrew Scripture Theology,BIST11009,6
Advanced Greek Readings B,BIST11010,6
Advanced Hebrew Texts A,BIST11011,4
New Testament Exegesis A,BIST11017,5
Hebrew Bible in Historical-Critical Perspective,BIST11021,1
Introducing New Testament Greek (PG),BIST11025,4
Introducing Biblical Hebrew (PG),BIST11026,10
Literature and Religion: Exploring the Connections,BIST11028,14
Approaches to Research: Religion and Literature,BIST11029,8
Intermediate Biblical Hebrew (PG),BIST11032,4
Enzymology and Biological Production,BITE10001,43
Novel Approaches,BITE10002,40
Biotechnology Synoptic Examination,BITE10006,40
Biotechnology Industrial Visits and Core Skills,BITE10007,40
Gene Expression and Microbial Regulation,BITE10010,24
Biotechnology Research Project,BITE10013,40
Economics & Innovation in the Biotechnology Industry,BITE11003,38
Metagenomics,BITE11004,26
Principles of Finance,BUST08003,146
Marketing,BUST08004,146
Business Economics,BUST08005,165
International Business: Globalisation and Trade 2A,BUST08008,169
International Business and the Multinational Enterprise 2B,BUST08009,96
Applications of Finance,BUST08018,185
Human Resource Management 2,BUST08027,133
Organisational Behaviour 2,BUST08028,90
Introduction to Financial Markets,BUST08029,180
Introduction to Corporate Finance,BUST08030,136
Business Simulation,BUST08031,97
Business Analytics and Information Systems,BUST08032,83
Business Research Methods I: Introduction to Data Analysis,BUST08033,194
Global Challenges for Business,BUST08035,418
The Business of Edinburgh,BUST08036,444
Planning for a start-up,BUST08040,195
Marketing Intelligence and Planning,BUST08041,43
Understanding and Delivering Public Services,BUST08042,72
Law for Business,BUST08043,20
Thinking about Business,BUST08045,205
Digital Literacy for Business - Information,BUST08046,9
Digital Literacy for Business - Data,BUST08047,9
Research Methods in Finance 1,BUST08049,78
Research Methods in Finance 2,BUST08050,78
Psychological Well-being and Business,BUST08051,196
Planning for a start-up,BUST08052,185
Innovation and Enterprise,BUST08053,74
Mathematical Methods for Business,BUST08054,92
Preparing for your Dissertation,BUST09007,495
Business Ethics,BUST10004,102
Consumer Behaviour,BUST10007,48
Corporate Finance,BUST10012,105
International Business in Emerging Markets,BUST10018,38
The Economics of Corporate Strategy,BUST10021,64
Futures and Options,BUST10023,64
Quality Management,BUST10024,23
Managing Employment Law,BUST10028,16
Investment and Securities Markets,BUST10032,121
Financial Services Marketing,BUST10033,65
International Marketing,BUST10067,142
Business Studies Long Essay,BUST10077,11
Operations Strategy,BUST10092,36
International Strategic Management in Practice,BUST10104,33
Managing Change,BUST10107,73
Marketing and Society,BUST10108,174
Managing Across Borders and Cultures,BUST10113,119
The Entrepreneurial Manager,BUST10115,57
Enterprise Consultancy Project,BUST10120,20
Economic Aspects of Competition Policy,BUST10124,49
Brand Culture,BUST10127,108
Applications of Human Resource Management,BUST10129,35
Decision Analytics,BUST10133,58
Mathematical Programming in Advanced Analytics,BUST10134,52
Management Science and Operations Analytics,BUST10135,70
Global Creative Industries: The art of business and the business of art,BUST10140,48
Service Management in an International Context,BUST10142,177
Digital Business,BUST10144,182
Predictive Analytics for Business,BUST10145,15
The Future of Work,BUST10147,94
Global Business and the Sustainable Development Goals,BUST10148,108
Mergers, Acquisitions, and Corporate Restructuring,BUST10149,108
Interactive Retailing,BUST10150,99
Theories and Techniques of Persuasion,BUST10151,121
Strategies for Collective Action,BUST10152,45
Eco-Innovation for a Circular Economy,BUST10153,79
Equity Finance,BUST10155,124
Fixed Income Analysis,BUST10156,80
Global Macro Investing,BUST10157,80
Business Honours Dissertation,BUST10158,396
Marketing & Climate Change,BUST10160,60
Crisis Management for Organisations,BUST10162,100
Entrepreneurship and Business Growth,BUST10163,184
Digital Leadership,BUST11230,NA
Supervised reading: Literature review,BUST11231,8
Supervised reading: Literature review,BUST11231,4
The Animal Body (1),BVMS08038,116
Professional & Clinical Skills (1),BVMS08052,114
The Animal Body (2),BVMS08053,125
Professional & Clinical Skills GEP,BVMS08054,50
Professional & Clinical Skills 2,BVMS08056,116
The Animal Body (3),BVMS08057,118
Professional Development,BVMS08059,35
Animal Life & Food Safety GEP,BVMS08060,54
Animal Life & Food Safety 1,BVMS08061,115
Animal Life & Food Safety 2,BVMS08062,117
Student Research Component (Foundation Skills),BVMS08063,116
The Animal Body Systems & Cases (GEP),BVMS08064,57
The Animal Body 2 (GEP),BVMS08065,55
The Animal Body 1 (GEP),BVMS08066,53
Professional & Clinical Skills (3),BVMS09010,170
Clinical Foundation Course (Yr 3),BVMS09013,171
Veterinary Pathology,BVMS09014,169
Integrated Clinical Course: Cat and Dog,BVMS09015,175
Integrated Clinical Course: Farm Animal,BVMS10028,147
Integrated Clinical Course: Exotics,BVMS10034,142
Integrated Clinical Course: Equine,BVMS10035,148
Veterinary Public Health,BVMS10039,142
Professional & Clinical Skills 4,BVMS10040,142
NAVLE Prep,BVMS10041,NA
Student Research Component,BVMS11010,170
Final Year Core,BVMS11013,172
Final Year Selected Rotations,BVMS11014,172
Roman Art and Archaeology,CACA08011,73
Greek Art and Archaeology,CACA08012,65
Paganism and Christianity in the Roman Empire,CACA10007,25
A Topic in Classical Archaeology 1,CACA10031,18
Roman Architecture,CACA10036,23
Handling Greek Pottery,CACA10041,16
The City in the Late Antique Mediterranean World,CACA10042,23
Petra and the Nabataeans: Classicism in the Desert,CACA10051,27
Classical Greek Sculpture,CACA10053,14
Classical Greek Sculpture,CACA10053,1
International Engagement: GEL-Lab Studio (Globally We Design),CACE10001,NA
Postgraduate Research Methods,CACE11001,NA
Cardiovascular Biology III,CBIO11001,5
Engagement and Knowledge Exchange in Cardiovascular Biology,CBIO11002,5
Effective communication of cardiovascular biology,CBIO11003,5
Cardiovascular Biology I,CBIO11004,5
Cardiovascular Biology II,CBIO11005,5
Research Proposal (Cardiovascular Biology),CBIO11006,5
Cell Biology: from fundamental mechanism to human disease,CEBI10001,17
Cell Biology Library Project,CEBI10002,2
Cell Biology Research Project,CEBI10005,2
Gaelic 1A,CELT08004,14
Gaelic 1B,CELT08005,4
Gaelic 2A,CELT08006,8
Gaelic 2B,CELT08007,4
Gaelic 1A (VS1),CELT08016,NA
Introduction to Gaelic Language and Culture,CELT08017,44
Introduction to Gaelic Language and Culture,CELT08017,45
Gaelic 1A (VS2),CELT08018,NA
Linguistics and the Gaelic Language,CELT08019,13
Introductory Gaelic (Post-Beginners),CELT08021,11
Heroes, Wonders, Saints and Sagas: Medieval Celtic Literature in Translation,CELT08022,34
Songs, Swords, Rebels and Revivals:  Modern Celtic Literature in Translation,CELT08023,30
Celtic Civilisation 1B: Domination, Dislocation, and Defiance,CELT08024,73
Celtic Civilisation 1A: Barbarians, Saints, and Scholars,CELT08025,83
Medieval Welsh Texts 3,CELT10007,2
Early Irish Texts 1,CELT10009,4
Early Irish Texts 2,CELT10010,3
Early Irish Literature,CELT10012,7
Scottish Gaelic Verse: The Making of the Tradition,CELT10016,7
Scottish Gaelic Verse in the Jacobite Period,CELT10017,NA
Gaelic Dialectology,CELT10025,7
Sgriobhadh A,CELT10026,8
Labhairt A,CELT10028,4
Donnchadh Ban Mac an t-Saoir,CELT10035,NA
Dissertation (Part 1),CELT10036,3
Dissertation (Part 2),CELT10037,3
The Celtic Languages: Decline and Revitalisation,CELT10040,4
Year Abroad Work for Celtic,CELT10049,3
Outlaws and Monsters: The Finn Cycle in Ireland and Scotland,CELT10059,7
Supervised Research in Celtic and Scottish Studies,CELT11006,NA
MSc by Research in Celtic Studies Dissertation,CELT11007,NA
Year Abroad Work for Degrees in Languages and History,CHCA10004,NA
Introduction to Biochemical Engineering 2,CHEE08012,88
Separation Processes 2,CHEE08013,77
Separation Processes 2,CHEE08013,11
Process Plant Engineering 2,CHEE08016,84
Chemistry and Processes 2,CHEE08017,69
Solids Processing 3,CHEE09008,64
Chemical Engineering Kinetics and Catalysis 3,CHEE09010,67
Heat, Mass and Momentum Transfer 3,CHEE09013,62
Process Dynamics and Control 3,CHEE09014,67
Chemical Engineering Design 3,CHEE09015,60
Chemical Engineering Laboratory 3,CHEE09016,60
Chemical Engineering Laboratory 3,CHEE09016,1
Chemical Engineering Laboratory 3,CHEE09016,4
Process Safety and Environmental Issues in Chemical Engineering 3,CHEE09019,68
Chemical Engineering Thermodynamics 3,CHEE09020,68
Chemical Engineering Unit Operations 3,CHEE09021,65
Chemical Engineering Design: Projects 4,CHEE10002,49
Fluid Mechanics (Chemical) 4,CHEE10004,49
Fluid Mechanics (Chemical) 4,CHEE10004,NA
Chemical Engineering Design: Synthesis and Economics 4,CHEE10005,49
Chemical Engineering Design: Synthesis and Economics 4,CHEE10005,2
Chemical Reaction Engineering 4,CHEE10008,48
Chemical Engineering Study Project 4,CHEE10009,28
Chemical Engineering Design 4,CHEE10010,50
Polymer Science and Engineering 5,CHEE11015,26
Adsorption 5,CHEE11016,4
Molecular Thermodynamics 5,CHEE11020,8
Separation Processes for Carbon Capture 5,CHEE11021,22
Separation Processes 5,CHEE11023,11
Chemical Engineering Research Project (VS),CHEE11024,NA
Chemical Engineering Research Project (VS),CHEE11024,1
Nanomaterials in Chemical and Biomedical Engineering 5,CHEE11026,40
Electrochemical Engineering 5,CHEE11028,22
Advanced Process Safety 5,CHEE11029,40
Biotechnology and Bioprocess Engineering 5,CHEE11030,12
Chemical Engineering Industrial/Overseas Research Project 5,CHEE11031,32
Advanced Chemical Engineering Design 5,CHEE11032,39
Chemical Engineering Research Project 5,CHEE11033,7
Chemistry 1A,CHEM08016,185
Chemistry 1B,CHEM08017,187
Chemistry 2,CHEM08019,130
Environmental Chemistry 2,CHEM08020,73
Biological Chemistry 1A,CHEM08022,415
Biological Chemistry 1B,CHEM08023,418
Chemistry 2A,CHEM08026,2
Chemistry 2B,CHEM08027,1
Chemistry for Chemical Engineers 1A,CHEM08028,89
Chemistry for Chemical Engineers 1B,CHEM08029,90
Biological Chemistry 2,CHEM08030,160
Data-driven chemistry,CHEM08031,133
Chemistry 3A,CHEM09005,82
Chemistry 3B,CHEM09006,83
Chemistry 3P Practical and Transferable Skills,CHEM09007,80
Chemistry 3A (VS1),CHEM09008,5
Chemistry 3B (VS1),CHEM09009,3
Chemistry 3A (VS2),CHEM09010,10
Chemistry 3B (VS2),CHEM09011,9
Chemistry 3 Semester 1 Project (VS1),CHEM09015,9
Chemistry 3 Semester 2 Project (VS2),CHEM09016,9
Analytical Chemistry Level 10,CHEM10012,69
Sustainable Chemistry Level 10,CHEM10023,42
Sustainable Chemistry Level 10,CHEM10023,6
BSc Chemistry Research Project/Transferable Skills Course,CHEM10043,29
Science Education Placement: Chemistry (40 credits),CHEM10044,7
Visiting Student Year 4 Semester 2 Project,CHEM10050,2
Advanced Inorganic Chemistry,CHEM10055,72
Advanced Inorganic Chemistry,CHEM10055,3
Advanced Physical Chemistry,CHEM10056,42
Advanced Physical Chemistry,CHEM10056,3
Advanced Organic Chemistry,CHEM10057,62
Advanced Organic Chemistry,CHEM10057,4
Advanced Materials Chemistry,CHEM10058,60
Chemistry 4P: Group Research Project (Semester 1),CHEM10059,39
Chemistry 4P: Group Research Project (Semester 2),CHEM10060,13
Analysis of Biomolecules,CHEM10062,NA
Environmental Analysis,CHEM10066,NA
Advanced Biological Chemistry,CHEM10071,43
Advanced Medicinal Chemistry,CHEM10072,71
Concepts in Medicinal and Biological Chemistry PGT,CHEM10073,21
Concepts in Materials Chemistry PGT,CHEM10074,24
Concepts in Analytical Chemistry PGT,CHEM10075,20
MSc Dissertation in Chemistry (180 credits),CHEM11011,NA
MSc Research Methods,CHEM11012,NA
MSc Dissertation in Chemistry (60 credits),CHEM11013,NA
MChemX Research Project,CHEM11029,NA
Research Methods in Integrated Sensing and Measurement,CHEM11052,NA
Chemistry/Chemical Physics International Research Project,CHEM11054,27
Chemistry/Chemical Physics Research Project,CHEM11055,22
Chemistry/Chemical Physics Industrial Research Project,CHEM11056,34
Advanced Materials Chemistry PGT,CHEM11067,24
Chemical Medicine PGT,CHEM11069,NA
Research Methods in Analytical Chemistry,CHEM11072,NA
Literature Survey in Analytical Chemistry,CHEM11073,NA
Sustainable Chemistry and Materials PGT,CHEM11074,NA
Advanced Biological Chemistry PGT,CHEM11075,21
MSc Research Project and Dissertation in Chemistry,CHEM11076,65
Advanced Medicinal Chemistry PGT,CHEM11077,21
Bioanalytical Chemistry PGT,CHEM11078,NA
Research Techniques PGT,CHEM11079,65
Advanced Analytical and Characterisation Methods PGT,CHEM11080,26
Optional Courses in Chemistry PGT,CHEM11081,65
Laboratory Techniques 1 Chemistry PGT,CHEM11082,65
Advanced Analytical Chemistry PGT,CHEM11083,20
Chemistry for Chemical Physics 2,CHPH08002,11
CP3 Physical Chemistry Laboratory,CHPH09005,8
Chemical Physics 3S2,CHPH09006,10
Chemical Physics 3S1,CHPH09007,9
BSc ChemPhys Research Project/Transferable Skills Course,CHPH10004,2
Chemical Physics 4P: Laboratory Skills,CHPH10006,14
Advanced Topics in Chemical Physics,CHPH11004,14
Tools for Engineering Design 2,CIVE08020,241
Environmental Engineering and Sustainability 2,CIVE08023,159
Fire Science and Engineering 2,CIVE08024,117
Geotechnical Engineering 2,CIVE08025,94
Structural Mechanics 2,CIVE08026,278
